Entry	Entry name	Protein names	Gene names
Q9Y3B2	EXOS1_HUMAN	Exosome complex component CSL4 (Exosome component 1)	EXOSC1 CSL4 CGI-108
Q9NPD3	EXOS4_HUMAN	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A)	EXOSC4 RRP41 SKI6
Q9BU89	DOHH_HUMAN	Deoxyhypusine hydroxylase (hDOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (HEAT-like repeat-containing protein 1)	DOHH HLRC1
Q9HAV4	XPO5_HUMAN	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5 KIAA1291 RANBP21
Q96QD8	S38A2_HUMAN	Sodium-coupled neutral amino acid transporter 2 (Amino acid transporter A2) (Protein 40-9-1) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2
Q5RKV6	EXOS6_HUMAN	Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog) (hMtr3) (p11)	EXOSC6 MTR3
P68431	H31_HUMAN	Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l)	H3C1 H3FA HIST1H3A; H3C2 H3FL HIST1H3B; H3C3 H3FC HIST1H3C; H3C4 H3FB HIST1H3D; H3C6 H3FD HIST1H3E; H3C7 H3FI HIST1H3F; H3C8 H3FH HIST1H3G; H3C10 H3FK HIST1H3H; H3C11 H3FF HIST1H3I; H3C12 H3FJ HIST1H3J
Q9NQT4	EXOS5_HUMAN	Exosome complex component RRP46 (Chronic myelogenous leukemia tumor antigen 28) (Exosome component 5) (Ribosomal RNA-processing protein 46) (p12B)	EXOSC5 CML28 RRP46
Q15024	EXOS7_HUMAN	Exosome complex component RRP42 (Exosome component 7) (Ribosomal RNA-processing protein 42) (p8)	EXOSC7 KIAA0116 RRP42
P19440	GGT1_HUMAN	Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain]	GGT1 GGT
Q96B26	EXOS8_HUMAN	Exosome complex component RRP43 (Exosome component 8) (Opa-interacting protein 2) (OIP-2) (Ribosomal RNA-processing protein 43) (p9)	EXOSC8 OIP2 RRP43
Q9NQT5	EXOS3_HUMAN	Exosome complex component RRP40 (Exosome component 3) (Ribosomal RNA-processing protein 40) (p10)	EXOSC3 RRP40 CGI-102
P62136	PP1A_HUMAN	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)	PPP1CA PPP1A
P0DPD7	EFMT4_HUMAN	EEF1A lysine methyltransferase 4 (EC 2.1.1.-)	EEF1AKMT4
P84098	RL19_HUMAN	60S ribosomal protein L19 (Large ribosomal subunit protein eL19)	RPL19
Q9Y450	HBS1L_HUMAN	HBS1-like protein (ERFS)	HBS1L HBS1 KIAA1038
O75794	CD123_HUMAN	Cell division cycle protein 123 homolog (Protein D123) (HT-1080) (PZ32)	CDC123 C10orf7 D123
