Entry	Entry name	Protein names	Gene names
Q08945	SSRP1_HUMAN	FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160)	SSRP1 FACT80
Q12772	SRBP2_HUMAN	Sterol regulatory element-binding protein 2 (SREBP-2) (Class D basic helix-loop-helix protein 2) (bHLHd2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)]	SREBF2 BHLHD2 SREBP2
P25788	PSA3_HUMAN	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)	PSMA3 HC8 PSC8
P55786	PSA_HUMAN	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	NPEPPS PSA
Q96BD6	SPSB1_HUMAN	SPRY domain-containing SOCS box protein 1 (SSB-1)	SPSB1 SSB1
P19634	SL9A1_HUMAN	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 APNH1 NHE1
Q96G75	RMD5B_HUMAN	E3 ubiquitin-protein transferase RMND5B (EC 2.3.2.27) (Protein RMD5 homolog B)	RMND5B UNQ2508/PRO5996
Q9Y4G8	RPGF2_HUMAN	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	RAPGEF2 KIAA0313 NRAPGEP PDZGEF1
O60927	PP1RB_HUMAN	E3 ubiquitin-protein ligase PPP1R11 (EC 2.3.2.27) (Hemochromatosis candidate gene V protein) (HCG V) (Protein phosphatase 1 regulatory subunit 11) (Protein phosphatase inhibitor 3)	PPP1R11 HCGV TCTE5
O95551	TYDP2_HUMAN	Tyrosyl-DNA phosphodiesterase 2 (Tyr-DNA phosphodiesterase 2) (hTDP2) (EC 3.1.4.-) (5'-tyrosyl-DNA phosphodiesterase) (5'-Tyr-DNA phosphodiesterase) (ETS1-associated protein 2) (ETS1-associated protein II) (EAPII) (TRAF and TNF receptor-associated protein) (Tyrosyl-RNA phosphodiesterase) (VPg unlinkase)	TDP2 EAP2 TTRAP AD-022
Q9H9P5	UNKL_HUMAN	Putative E3 ubiquitin-protein ligase UNKL (EC 2.3.2.-) (RING finger protein unkempt-like) (Zinc finger CCCH domain-containing protein 5-like)	UNKL C16orf28 ZC3H5L ZC3HDC5L
Q96PU4	UHRF2_HUMAN	E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (Np95/ICBP90-like RING finger protein) (Np95-like RING finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING finger protein 107) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2)	UHRF2 NIRF RNF107
Q5VTB9	RN220_HUMAN	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 C1orf164
Q96M98	PACRG_HUMAN	Parkin coregulated gene protein (Molecular chaperone/chaperonin-binding protein) (PARK2 coregulated gene protein)	PACRG GLUP
O43396	TXNL1_HUMAN	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	TXNL1 TRP32 TXL TXNL
Q9C0C9	UBE2O_HUMAN	(E3-independent) E2 ubiquitin-conjugating enzyme (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	UBE2O KIAA1734
Q96JH7	VCIP1_HUMAN	Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)	VCPIP1 KIAA1850 VCIP135
Q7Z3V4	UBE3B_HUMAN	Ubiquitin-protein ligase E3B (EC 2.3.2.26) (HECT-type ubiquitin transferase E3B)	UBE3B
Q9H2D6	TARA_HUMAN	TRIO and F-actin-binding protein (Protein Tara) (Trio-associated repeat on actin)	TRIOBP KIAA1662 TARA HRIHFB2122
O43156	TTI1_HUMAN	TELO2-interacting protein 1 homolog (Protein SMG10)	TTI1 KIAA0406 SMG10
Q9GZZ9	UBA5_HUMAN	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	UBA5 UBE1DC1
Q9H9V4	RN122_HUMAN	RING finger protein 122	RNF122
Q9NXI6	RN186_HUMAN	E3 ubiquitin-protein ligase RNF186 (EC 2.3.2.27) (RING finger protein 186)	RNF186
P23025	XPA_HUMAN	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC
O14980	XPO1_HUMAN	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	XPO1 CRM1
Q9H270	VPS11_HUMAN	Vacuolar protein sorting-associated protein 11 homolog (hVPS11) (RING finger protein 108)	VPS11 RNF108 PP3476
Q9BPZ3	PAIP2_HUMAN	Polyadenylate-binding protein-interacting protein 2 (PABP-interacting protein 2) (PAIP-2) (Poly(A)-binding protein-interacting protein 2)	PAIP2 PAIP2A HSPC218
Q9H871	RMD5A_HUMAN	E3 ubiquitin-protein transferase RMND5A (EC 2.3.2.27) (P44CTLH) (Protein RMD5 homolog A)	RMND5A
Q8TC41	RN217_HUMAN	Probable E3 ubiquitin-protein ligase RNF217 (EC 2.3.2.31) (IBR domain-containing protein 1) (RING finger protein 217)	RNF217 C6orf172 IBRDC1
Q8IXJ6	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2
Q9NR97	TLR8_HUMAN	Toll-like receptor 8 (CD antigen CD288)	TLR8 UNQ249/PRO286
Q13049	TRI32_HUMAN	E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A)	TRIM32 HT2A
P04637	P53_HUMAN	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	TP53 P53
Q96CG3	TIFA_HUMAN	TRAF-interacting protein with FHA domain-containing protein A (Putative MAPK-activating protein PM14) (Putative NF-kappa-B-activating protein 20) (TRAF2-binding protein)	TIFA T2BP
Q05086	UBE3A_HUMAN	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (E6AP ubiquitin-protein ligase) (HECT-type ubiquitin transferase E3A) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54)	UBE3A E6AP EPVE6AP HPVE6A
Q8TBC4	UBA3_HUMAN	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	UBA3 UBE1C
Q969T4	UB2E3_HUMAN	Ubiquitin-conjugating enzyme E2 E3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E3) (UbcH9) (Ubiquitin carrier protein E3) (Ubiquitin-conjugating enzyme E2-23 kDa) (Ubiquitin-protein ligase E3)	UBE2E3 UBCE4 UBCH9
P62877	RBX1_HUMAN	E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]	RBX1 RNF75 ROC1
Q8TAD8	SNIP1_HUMAN	Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1)	SNIP1
A1L190	SYCE3_HUMAN	Synaptonemal complex central element protein 3 (Testis highly expressed gene 2 protein) (THEG-2)	SYCE3 C22orf41 THEG2
Q9NQ86	TRI36_HUMAN	E3 ubiquitin-protein ligase TRIM36 (EC 2.3.2.27) (RING finger protein 98) (RING-type E3 ubiquitin transferase TRIM36) (Tripartite motif-containing protein 36) (Zinc-binding protein Rbcc728)	TRIM36 RBCC728 RNF98
Q6R6M4	U17L2_HUMAN	Ubiquitin carboxyl-terminal hydrolase 17 (USP17) (EC 3.4.19.12) (Deubiquitinating enzyme 17-like protein 2) (Deubiquitinating protein 3) (DUB-3) (Ubiquitin carboxyl-terminal hydrolase 17-like protein 2) (Ubiquitin thioesterase 17-like protein 2) (Ubiquitin-specific-processing protease 17-like protein 2)	USP17L2 DUB3 USP17 USP17H USP17I USP17J USP17K USP17L USP17M
O75581	LRP6_HUMAN	Low-density lipoprotein receptor-related protein 6 (LRP-6)	LRP6
Q9GZU8	PIP30_HUMAN	PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein)	PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10
Q9UBF6	RBX2_HUMAN	RING-box protein 2 (Rbx2) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG
P48556	PSMD8_HUMAN	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	PSMD8
P27694	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70
P62987	RL40_HUMAN	Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (Large ribosomal subunit protein eL40)]	UBA52 UBCEP2
Q9NZJ4	SACS_HUMAN	Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)	SACS KIAA0730
Q9BY42	RTF2_HUMAN	Replication termination factor 2 (RTF2) (Replication termination factor 2 domain-containing protein 1)	RTF2 C20orf43 RTFDC1 AD-007 CDA05 HSPC164 HSPC169
Q6ZNA4	RN111_HUMAN	E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia)	RNF111
Q99942	RNF5_HUMAN	E3 ubiquitin-protein ligase RNF5 (EC 2.3.2.27) (Protein G16) (RING finger protein 5) (RING-type E3 ubiquitin transferase RNF5) (Ram1 homolog) (HsRma1)	RNF5 G16 NG2 RMA1
Q9H0F6	SHRPN_HUMAN	Sharpin (Shank-associated RH domain-interacting protein) (Shank-interacting protein-like 1) (hSIPL1)	SHARPIN SIPL1 PSEC0216
P35244	RFA3_HUMAN	Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3)	RPA3 REPA3 RPA14
Q9Y572	RIPK3_HUMAN	Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.11.1) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3)	RIPK3 RIP3
Q96BH1	RNF25_HUMAN	E3 ubiquitin-protein ligase RNF25 (EC 2.3.2.27) (RING finger protein 25) (RING-type E3 ubiquitin transferase RNF25)	RNF25
Q6IQ16	SPOPL_HUMAN	Speckle-type POZ protein-like (HIB homolog 2) (Roadkill homolog 2)	SPOPL
P11309	PIM1_HUMAN	Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)	PIM1
P60900	PSA6_HUMAN	Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6 PROS27
P51170	SCNNG_HUMAN	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)	SCNN1G
Q8WU17	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139 (EC 2.3.2.27) (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein)	RNF139 TRC8
Q15047	SETB1_HUMAN	Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1)	SETDB1 ESET KIAA0067 KMT1E
Q9HAS3	S28A3_HUMAN	Solute carrier family 28 member 3 (Concentrative Na(+)-nucleoside cotransporter 3) (CNT 3) (hCNT3)	SLC28A3 CNT3
Q13501	SQSTM_HUMAN	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL
P36956	SRBP1_HUMAN	Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)]	SREBF1 BHLHD1 SREBP1
O43164	PJA2_HUMAN	E3 ubiquitin-protein ligase Praja-2 (Praja2) (EC 2.3.2.27) (RING finger protein 131) (RING-type E3 ubiquitin transferase Praja-2)	PJA2 KIAA0438 RNF131
O15524	SOCS1_HUMAN	Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3)	SOCS1 SSI1 TIP3
O75475	PSIP1_HUMAN	PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)	PSIP1 DFS70 LEDGF PSIP2
Q14140	SRTD2_HUMAN	SERTA domain-containing protein 2 (Transcriptional regulator interacting with the PHD-bromodomain 2) (TRIP-Br2)	SERTAD2 KIAA0127 TRIPBR2
Q96HE9	PRR11_HUMAN	Proline-rich protein 11	PRR11
Q86XT4	TRI50_HUMAN	E3 ubiquitin-protein ligase TRIM50 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM50) (Tripartite motif-containing protein 50)	TRIM50 TRIM50A
Q6Q0C0	TRAF7_HUMAN	E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING finger and WD repeat-containing protein 1) (RING finger protein 119) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7)	TRAF7 RFWD1 RNF119
P62256	UBE2H_HUMAN	Ubiquitin-conjugating enzyme E2 H (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme H) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme H) (UbcH2) (Ubiquitin carrier protein H) (Ubiquitin-conjugating enzyme E2-20K) (Ubiquitin-protein ligase H)	UBE2H
Q96EB6	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	SIRT1 SIR2L1
Q9UMX1	SUFU_HUMAN	Suppressor of fused homolog (SUFUH)	SUFU UNQ650/PRO1280
O00444	PLK4_HUMAN	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak)	PLK4 SAK STK18
Q8TAA3	PSMA8_HUMAN	Proteasome subunit alpha-type 8 (Proteasome alpha 4 subunit) (Alpha4s) (Proteasome subunit alpha-type 7-like)	PSMA8 PSMA7L
Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H
P63146	UBE2B_HUMAN	Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (RAD6 homolog B) (HR6B) (hHR6B) (Ubiquitin carrier protein B) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase B)	UBE2B RAD6B
P19474	RO52_HUMAN	E3 ubiquitin-protein ligase TRIM21 (EC 2.3.2.27) (52 kDa Ro protein) (52 kDa ribonucleoprotein autoantigen Ro/SS-A) (RING finger protein 81) (RING-type E3 ubiquitin transferase TRIM21) (Ro(SS-A)) (Sjoegren syndrome type A antigen) (SS-A) (Tripartite motif-containing protein 21)	TRIM21 RNF81 RO52 SSA1
Q9Y4R8	TELO2_HUMAN	Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2)	TELO2 KIAA0683
Q9UPW8	UN13A_HUMAN	Protein unc-13 homolog A (Munc13-1)	UNC13A KIAA1032
P37088	SCNNA_HUMAN	Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (ENaCA) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA)	SCNN1A SCNN1
Q14683	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1
P41226	UBA7_HUMAN	Ubiquitin-like modifier-activating enzyme 7 (Ubiquitin-activating enzyme 7) (D8) (Ubiquitin-activating enzyme E1 homolog)	UBA7 UBE1L UBE2
P04275	VWF_HUMAN	von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]	VWF F8VWF
Q9UBS8	RNF14_HUMAN	E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14) (Triad2 protein)	RNF14 ARA54 HRIHFB2038
Q9NWF9	RN216_HUMAN	E3 ubiquitin-protein ligase RNF216 (EC 2.3.2.27) (RING finger protein 216) (RING-type E3 ubiquitin transferase RNF216) (Triad domain-containing protein 3) (Ubiquitin-conjugating enzyme 7-interacting protein 1) (Zinc finger protein inhibiting NF-kappa-B)	RNF216 TRIAD3 UBCE7IP1 ZIN
P15374	UCHL3_HUMAN	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	UCHL3
Q96T88	UHRF1_HUMAN	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	UHRF1 ICBP90 NP95 RNF106
P28066	PSA5_HUMAN	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	PSMA5
Q9BSL1	UBAC1_HUMAN	Ubiquitin-associated domain-containing protein 1 (UBA domain-containing protein 1) (E3 ubiquitin-protein ligase subunit KPC2) (Glialblastoma cell differentiation-related protein 1) (Kip1 ubiquitination-promoting complex protein 2)	UBAC1 GBDR1 KPC2 UBADC1
Q7Z6J8	UBE3D_HUMAN	E3 ubiquitin-protein ligase E3D (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase E3D) (UbcH10-binding protein with a HECT-like domain) (Ubiquitin-conjugating enzyme E2C-binding protein)	UBE3D C6orf157 H10BH UBE2CBP
P61077	UB2D3_HUMAN	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	UBE2D3 UBC5C UBCH5C
P53778	MK12_HUMAN	Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3)	MAPK12 ERK6 SAPK3
P59046	NAL12_HUMAN	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)	NLRP12 NALP12 PYPAF7 RNO
Q9Y4E8	UBP15_HUMAN	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4)	USP15 KIAA0529
P62253	UB2G1_HUMAN	Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]	UBE2G1 UBE2G
P49427	UB2R1_HUMAN	Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1)	CDC34 UBCH3 UBE2R1
Q96F44	TRI11_HUMAN	E3 ubiquitin-protein ligase TRIM11 (EC 2.3.2.27) (Protein BIA1) (RING finger protein 92) (RING-type E3 ubiquitin transferase TRIM11) (Tripartite motif-containing protein 11)	TRIM11 RNF92
Q15819	UB2V2_HUMAN	Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein)	UBE2V2 MMS2 UEV2
O75382	TRIM3_HUMAN	Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97)	TRIM3 BERP RNF22 RNF97
P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)	UBA1 A1S9T UBE1
Q7Z7E8	UB2Q1_HUMAN	Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Protein NICE-5) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1)	UBE2Q1 NICE5 UBE2Q PRO3094
Q8ND25	ZNRF1_HUMAN	E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (Nerve injury-induced gene 283 protein) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1)	ZNRF1 NIN283
P29144	TPP2_HUMAN	Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II)	TPP2
Q9BVK8	TM147_HUMAN	Transmembrane protein 147 (Protein NIFIE 14)	TMEM147
O75436	VP26A_HUMAN	Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A) (hVPS26)	VPS26A VPS26
Q05516	ZBT16_HUMAN	Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF)	ZBTB16 PLZF ZNF145
Q04323	UBXN1_HUMAN	UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein)	UBXN1 SAKS1
Q2YD98	UVSSA_HUMAN	UV-stimulated scaffold protein A	UVSSA KIAA1530
P98170	XIAP_HUMAN	E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	XIAP API3 BIRC4 IAP3
P51784	UBP11_HUMAN	Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)	USP11 UHX1
Q9Y252	RNF6_HUMAN	E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF6)	RNF6 SPG2
Q9UKL0	RCOR1_HUMAN	REST corepressor 1 (Protein CoREST)	RCOR1 KIAA0071 RCOR
Q86YS3	RFIP4_HUMAN	Rab11 family-interacting protein 4 (FIP4-Rab11) (Rab11-FIP4) (Arfophilin-2)	RAB11FIP4 ARFO2 KIAA1821
Q99619	SPSB2_HUMAN	SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9)	SPSB2 GRCC9 SSB2
Q8IUQ4	SIAH1_HUMAN	E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a)	SIAH1 HUMSIAH
P60484	PTEN_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)	PTEN MMAC1 TEP1
Q9H4P4	RNF41_HUMAN	E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	RNF41 FLRF NRDP1 SBBI03
Q63HN8	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (Mysterin) (RING finger protein 213) (RING-type E3 ubiquitin transferase RNF213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR
Q9HAU4	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2
Q9BT88	SYT11_HUMAN	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	SYT11 KIAA0080
Q6PJ21	SPSB3_HUMAN	SPRY domain-containing SOCS box protein 3 (SSB-3)	SPSB3 C16orf31 SSB3
